0.0	75.3	51.2	62.6	73.7	31.8	81.6	63.4	53.3	92.1	61.9	184.4	176.6	56.6	103.	110.	37.6	140.7	63.8	171.1	96.1	69.3	218.4	173.	142.9	55.1	257.9	21.4	138.8	32.8	178.7	54.2	113.8	63.	138.	97.4	169.5	74.2	106.6	271.8	77.6	124.6	90.3	113.1	268.2	200.1	75.9	81.3	44.3	66.6	208.9	156.6	96.6	139.	133.4	33.9	134.7	119.5	38.6	228.7	108.5	97.2	173.5	86.6	29.8	93.2	238.5	86.	76.5
75.3	0.0	83.1	24.6	30.2	51.8	98.1	45.9	127.4	109.9	78.3	98.6	126.1	77.7	78.8	83.3	113.4	76.7	93.9	138.9	67.	33.3	196.6	148.1	116.2	32.3	233.	96.6	120.7	108.	87.7	112.	87.4	98.2	67.6	77.2	124.3	88.6	37.1	246.9	58.	158.4	196.4	43.	243.3	143.2	25.3	195.9	70.4	48.3	156.3	144.1	73.9	161.8	107.	65.6	97.8	49.9	44.5	198.2	144.9	95.7	123.8	194.7	104.9	59.6	213.7	70.8	23.2
51.2	83.1	0.0	83.1	94.2	43.	35.4	100.3	54.2	189.2	20.3	201.9	220.6	11.3	139.9	144.8	72.8	200.	112.8	220.8	129.3	63.9	271.2	222.6	197.6	53.3	307.5	42.3	206.2	39.8	186.8	38.6	148.8	112.	149.9	136.	213.5	30.6	118.7	321.5	115.	211.7	115.9	122.1	317.8	244.1	94.2	95.3	14.9	103.	252.9	218.6	133.8	232.4	188.8	17.9	186.7	130.1	72.3	272.7	200.9	146.6	217.5	108.1	62.6	124.1	288.2	127.7	93.5
62.6	24.6	83.2	0.0	11.3	43.5	111.2	22.5	116.3	87.	91.4	108.1	110.6	87.5	60.5	65.	97.4	78.3	74.3	120.2	48.7	57.8	178.4	121.9	97.6	54.3	214.7	84.	102.3	95.4	100.1	106.	69.	79.8	79.7	58.2	107.4	102.4	49.5	228.6	37.2	109.5	146.9	56.	225.	135.1	13.6	144.7	75.2	25.2	144.	118.2	55.6	116.8	88.6	65.3	80.3	62.3	31.4	161.4	99.5	73.5	106.9	145.4	92.2	41.3	195.4	49.9	15.6
73.5	30.2	94.1	11.2	0.0	54.4	121.7	21.5	127.2	90.5	101.9	96.4	99.5	98.4	49.3	53.8	106.5	68.1	80.3	109.1	37.5	63.4	137.	110.8	86.4	62.3	203.6	94.9	91.2	106.3	89.4	117.	57.9	85.6	69.4	47.8	96.3	112.9	39.3	217.5	27.8	101.4	166.2	48.6	213.9	123.9	5.	153.8	86.1	19.6	132.9	107.1	44.5	106.6	77.5	76.2	69.2	52.1	41.7	150.2	94.7	65.6	95.8	164.5	103.	30.1	184.2	40.6	7.1
31.8	51.8	43.	43.4	54.5	0.0	72.2	60.6	81.	103.8	52.5	148.1	185.5	47.7	100.2	105.1	69.4	121.4	75.3	180.	89.6	42.2	227.3	181.9	138.1	28.	266.8	50.6	142.3	61.7	137.2	65.5	109.1	74.5	117.2	96.3	150.6	63.4	85.8	280.7	75.3	136.2	125.9	92.3	277.1	209.	56.2	112.	35.4	63.3	217.8	174.8	94.1	184.1	128.6	25.1	123.5	98.6	31.6	237.6	120.2	108.3	150.1	118.1	61.6	84.4	247.4	88.	55.6
81.5	97.9	35.4	111.	121.4	72.3	0.0	128.6	67.3	212.7	19.8	210.5	238.3	29.1	175.2	179.7	102.8	217.7	156.8	238.4	162.6	71.5	288.8	240.3	215.3	65.6	325.2	74.9	223.9	66.	195.3	46.4	186.5	153.	219.	172.	231.2	18.5	131.	339.1	143.5	235.2	153.	131.3	335.5	261.8	117.2	113.3	37.2	131.3	270.6	236.3	167.	255.8	206.5	47.6	204.4	142.4	100.1	290.4	224.3	207.4	235.2	145.2	93.1	151.5	305.8	168.3	116.7
63.4	45.9	100.4	22.5	21.6	60.7	128.8	0.0	112.9	70.9	108.5	112.3	106.8	104.7	44.	48.9	85.8	85.8	60.	104.1	34.2	79.	132.	105.8	81.4	71.9	198.6	82.3	85.8	93.7	107.2	116.9	52.9	65.6	87.2	39.5	98.3	120.1	58.2	212.6	18.3	86.8	132.6	67.5	209.	130.3	26.1	133.1	92.4	4.	139.	101.7	37.8	94.1	72.2	82.5	72.8	71.	35.	153.	79.8	51.	103.7	131.1	84.8	30.6	179.3	30.1	28.2
53.4	127.4	54.2	116.4	127.5	81.	67.4	113.	0.0	130.2	74.4	231.2	223.4	65.5	141.	166.1	46.3	202.8	101.5	218.	142.9	114.8	265.3	219.8	194.4	102.6	304.7	32.	200.3	20.5	225.6	23.5	164.6	99.2	271.7	135.4	216.3	81.1	190.3	318.6	124.4	198.	75.6	199.5	315.	246.9	129.7	48.	65.3	117.4	255.7	212.7	139.	218.6	182.9	64.9	189.5	289.5	88.4	275.5	146.5	135.2	220.3	67.8	39.2	143.8	285.4	123.7	130.3
92.2	109.9	188.9	87.	90.6	103.8	212.5	70.9	130.2	0.0	192.7	174.2	157.4	191.1	65.1	88.7	85.1	145.8	29.5	122.6	79.4	203.9	114.5	99.9	101.	167.8	183.3	102.3	57.7	113.8	168.5	141.9	80.6	35.5	214.6	59.5	140.2	203.8	139.4	226.8	71.6	31.9	80.6	148.7	179.3	180.9	95.1	99.2	176.3	71.9	189.7	75.5	64.4	49.8	66.8	126.1	116.5	232.5	84.6	209.5	16.4	30.3	147.3	83.	93.1	84.6	193.5	54.8	97.2
61.9	78.2	20.3	91.2	101.7	52.7	19.8	108.4	74.4	193.	0.0	187.6	218.6	9.4	148.	160.	91.5	154.7	127.	218.7	137.4	53.5	269.1	220.6	195.5	45.9	305.4	59.8	204.2	60.	172.5	56.6	166.8	126.2	142.6	144.1	211.4	12.5	111.3	319.4	123.1	215.5	146.9	112.1	315.8	242.1	97.5	115.5	17.6	111.1	250.9	216.6	141.9	236.1	186.8	28.	184.6	122.8	80.4	270.7	204.6	187.7	215.5	138.8	81.	131.8	286.1	135.9	97.
181.3	98.6	202.5	108.	96.2	147.9	210.6	112.3	228.	173.1	188.3	0.0	65.2	193.2	100.7	83.5	211.8	28.5	163.6	93.4	83.2	118.8	156.3	125.3	99.9	127.6	183.1	202.8	149.5	210.2	14.2	247.8	96.9	168.8	30.9	102.2	68.	193.7	61.5	188.4	100.	184.	235.3	60.8	193.4	72.8	95.8	255.1	182.5	108.2	84.3	161.9	98.2	179.6	122.7	192.	60.4	48.8	137.9	104.5	170.5	140.8	64.4	233.6	200.2	81.8	163.7	110.5	96.2
